Hugo_Symbol	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Nonsense_Mutation	Nonstop_Mutation	Splice_Site	Translation_Start_Site	total	MutatedSamples	AlteredSamples
TBX19	1	0	0	0	0	0	0	0	1	1	1
TBX3	1	0	0	0	0	0	0	0	1	1	1
TBX4	0	1	0	0	0	0	0	0	1	1	1
TCEAL8	0	0	0	0	1	0	0	0	1	1	1
TCEB2	0	0	0	0	0	0	1	0	1	1	1
TCERG1	0	1	0	0	0	0	0	0	1	1	1
TCF7L2	1	0	0	0	0	0	0	0	1	1	1
TCHP	0	0	0	0	0	0	1	0	1	1	1
TCP10	0	1	0	0	0	0	0	0	1	1	1
TDRD9	0	0	0	0	0	0	1	0	1	1	1
TELO2	0	0	0	0	1	0	0	0	1	1	1
TENM2	0	0	0	0	1	0	0	0	1	1	1
TET1	0	1	0	0	0	0	0	0	1	1	1
TEX10	0	1	0	0	0	0	0	0	1	1	1
TEX26	0	0	0	0	1	0	0	0	1	1	1
TEX33	1	0	0	0	0	0	0	0	1	1	1
TFAP2C	1	0	0	0	0	0	0	0	1	1	1
TFDP1	0	0	0	0	1	0	0	0	1	1	1
TGFBI	1	0	0	0	0	0	0	0	1	1	1
TGFBRAP1	0	0	0	0	1	0	0	0	1	1	1
THADA	1	0	0	0	0	0	0	0	1	1	1
THOC5	0	0	0	0	0	0	1	0	1	1	1
THOC7	0	0	0	0	1	0	0	0	1	1	1
THRAP3	1	0	0	0	0	0	0	0	1	1	1
TIE1	1	0	0	0	0	0	0	0	1	1	1
TIMM13	0	0	0	0	0	0	1	0	1	1	1
TIMM22	0	0	0	0	1	0	0	0	1	1	1
TJP2	0	0	0	0	1	0	0	0	1	1	1
TJP3	0	0	0	0	1	0	0	0	1	1	1
TLDC1	1	0	0	0	0	0	0	0	1	1	1
TLE3	0	0	0	0	0	0	1	0	1	1	1
TLE4	0	1	0	0	0	0	0	0	1	1	1
TLK1	0	0	0	0	0	0	1	0	1	1	1
TLK2	0	0	0	0	0	0	1	0	1	1	1
TLN1	0	0	0	0	1	0	0	0	1	1	1
TLR8	1	0	0	0	0	0	0	0	1	1	1
TMCC2	1	0	0	0	0	0	0	0	1	1	1
TMCO4	1	0	0	0	0	0	0	0	1	1	1
TMED10	0	0	0	0	0	0	1	0	1	1	1
TMED8	1	0	0	0	0	0	0	0	1	1	1
TMED9	0	0	0	0	1	0	0	0	1	1	1
TMEM100	1	0	0	0	0	0	0	0	1	1	1
TMEM108	1	0	0	0	0	0	0	0	1	1	1
TMEM131	1	0	0	0	0	0	0	0	1	1	1
TMEM132D	1	0	0	0	0	0	0	0	1	1	1
TMEM179B	0	0	1	0	0	0	0	0	1	1	1
TMEM184C	1	0	0	0	0	0	0	0	1	1	1
TMEM211	0	0	0	0	1	0	0	0	1	1	1
TMEM237	0	1	0	0	0	0	0	0	1	1	1
TMEM260	0	0	0	0	0	0	1	0	1	1	1
TMEM45A	0	0	0	0	0	0	1	0	1	1	1
TMEM45B	0	0	0	0	1	0	0	0	1	1	1
TMPRSS11F	1	0	0	0	0	0	0	0	1	1	1
TNC	0	0	0	0	1	0	0	0	1	1	1
TNFRSF10B	0	0	0	0	1	0	0	0	1	1	1
TNFRSF11A	1	0	0	0	0	0	0	0	1	1	1
TNFRSF18	1	0	0	0	0	0	0	0	1	1	1
TNFRSF21	0	0	0	0	1	0	0	0	1	1	1
TNFRSF4	1	0	0	0	0	0	0	0	1	1	1
TNIP3	0	0	0	0	0	0	1	0	1	1	1
TNK2	0	1	0	0	0	0	0	0	1	1	1
TNN	0	0	0	0	1	0	0	0	1	1	1
TONSL	0	0	0	0	1	0	0	0	1	1	1
TOPORS	1	0	0	0	0	0	0	0	1	1	1
TOR1AIP1	0	0	0	0	1	0	0	0	1	1	1
TP63	0	0	0	0	1	0	0	0	1	1	1
TPCN2	0	0	0	0	1	0	0	0	1	1	1
TPD52L1	1	0	0	0	0	0	0	0	1	1	1
TPP1	0	1	0	0	0	0	0	0	1	1	1
TPR	1	0	0	0	0	0	0	0	1	1	1
TPTE	0	1	0	0	0	0	0	0	1	1	1
TPX2	0	0	0	0	1	0	0	0	1	1	1
TRA2A	0	0	0	0	0	0	1	0	1	1	1
TRAF3IP2	0	0	0	0	1	0	0	0	1	1	1
TRAF6	0	0	0	0	1	0	0	0	1	1	1
TRAK2	0	0	0	0	1	0	0	0	1	1	1
TRANK1	0	0	0	0	1	0	0	0	1	1	1
TRAPPC11	0	0	0	0	1	0	0	0	1	1	1
TRAV25	0	0	0	0	1	0	0	0	1	1	1
TRDV1	0	1	0	0	0	0	0	0	1	1	1
TRIM35	1	0	0	0	0	0	0	0	1	1	1
TRIM37	1	0	0	0	0	0	0	0	1	1	1
TRIM48	0	0	0	0	1	0	0	0	1	1	1
TRIM49C	0	0	0	0	1	0	0	0	1	1	1
TRIM5	0	0	0	0	1	0	0	0	1	1	1
TRIP10	0	1	0	0	0	0	0	0	1	1	1
TRMT44	0	0	0	0	0	0	1	0	1	1	1
TRMT6	0	0	0	0	0	0	0	1	1	1	1
TRNT1	0	0	0	0	1	0	0	0	1	1	1
TROVE2	0	0	0	0	0	0	0	1	1	1	1
TRPM6	0	0	0	0	1	0	0	0	1	1	1
TSC2	0	0	0	0	0	0	1	0	1	1	1
TSGA10	0	0	0	0	1	0	0	0	1	1	1
TSGA13	0	0	0	0	1	0	0	0	1	1	1
TSN	0	0	0	0	0	0	1	0	1	1	1
TSPAN4	0	0	0	0	0	0	1	0	1	1	1
TSPAN7	1	0	0	0	0	0	0	0	1	1	1
TSTA3	0	0	0	0	0	0	1	0	1	1	1
TSTD2	0	1	0	0	0	0	0	0	1	1	1
TTC14	0	1	0	0	0	0	0	0	1	1	1
TTC30B	0	0	0	0	1	0	0	0	1	1	1
TTC39C	0	0	0	0	1	0	0	0	1	1	1
TTF1	0	0	0	0	1	0	0	0	1	1	1
TTL	0	0	0	0	1	0	0	0	1	1	1
TTLL6	0	1	0	0	0	0	0	0	1	1	1
TTLL7	0	0	0	0	1	0	0	0	1	1	1
TUBA3E	1	0	0	0	0	0	0	0	1	1	1
TUBGCP4	0	0	0	0	1	0	0	0	1	1	1
TUBGCP5	0	0	0	0	1	0	0	0	1	1	1
TUFM	0	0	0	0	1	0	0	0	1	1	1
TULP4	0	0	1	0	0	0	0	0	1	1	1
TUSC1	0	0	0	0	1	0	0	0	1	1	1
TXNDC11	0	0	1	0	0	0	0	0	1	1	1
TXNDC15	0	0	0	0	1	0	0	0	1	1	1
TYK2	0	0	0	0	1	0	0	0	1	1	1
TYW3	0	0	1	0	0	0	0	0	1	1	1
UBE2O	0	0	0	0	0	0	1	0	1	1	1
UBE2U	0	0	0	0	0	0	1	0	1	1	1
UBLCP1	1	0	0	0	0	0	0	0	1	1	1
UBQLN4	0	1	0	0	0	0	0	0	1	1	1
UBR4	0	0	0	0	1	0	0	0	1	1	1
UBXN2B	0	0	0	0	1	0	0	0	1	1	1
UBXN7	0	0	0	0	1	0	0	0	1	1	1
UCP3	1	0	0	0	0	0	0	0	1	1	1
UFD1L	0	0	0	0	0	0	1	0	1	1	1
UGT1A4	0	0	1	0	0	0	0	0	1	1	1
UGT1A8	0	0	0	0	1	0	0	0	1	1	1
UGT3A2	0	0	0	0	1	0	0	0	1	1	1
UHRF1BP1	0	0	0	0	0	0	1	0	1	1	1
UHRF1BP1L	0	0	0	0	1	0	0	0	1	1	1
ULBP1	0	0	0	0	1	0	0	0	1	1	1
ULK1	1	0	0	0	0	0	0	0	1	1	1
UMODL1	1	0	0	0	0	0	0	0	1	1	1
UNC80	0	0	0	0	1	0	0	0	1	1	1
UPF2	0	1	0	0	0	0	0	0	1	1	1
UPK3B	0	0	1	0	0	0	0	0	1	1	1
USF2	0	0	0	0	1	0	0	0	1	1	1
USH1C	1	0	0	0	0	0	0	0	1	1	1
USP15	0	1	0	0	0	0	0	0	1	1	1
USP26	1	0	0	0	0	0	0	0	1	1	1
USP31	1	0	0	0	0	0	0	0	1	1	1
USP33	0	1	0	0	0	0	0	0	1	1	1
USP36	0	0	0	0	0	0	1	0	1	1	1
USP6	0	0	0	0	1	0	0	0	1	1	1
USP7	0	0	0	0	1	0	0	0	1	1	1
USP9X	0	0	0	0	1	0	0	0	1	1	1
USPL1	0	1	0	0	0	0	0	0	1	1	1
UTP15	1	0	0	0	0	0	0	0	1	1	1
UTP18	0	0	0	0	0	0	1	0	1	1	1
UTP20	1	0	0	0	0	0	0	0	1	1	1
UTP3	0	0	1	0	0	0	0	0	1	1	1
UVSSA	0	0	0	0	1	0	0	0	1	1	1
VAMP1	0	1	0	0	0	0	0	0	1	1	1
VAPA	1	0	0	0	0	0	0	0	1	1	1
VARS2	0	0	1	0	0	0	0	0	1	1	1
VAV3	0	0	0	0	0	0	1	0	1	1	1
VCL	0	0	0	0	1	0	0	0	1	1	1
VCPIP1	0	1	0	0	0	0	0	0	1	1	1
VEGFA	0	0	0	0	1	0	0	0	1	1	1
VHL	0	0	0	0	0	0	1	0	1	1	1
VIPAS39	0	0	0	0	1	0	0	0	1	1	1
VLDLR	1	0	0	0	0	0	0	0	1	1	1
VPS13B	1	0	0	0	0	0	0	0	1	1	1
VPS13C	0	0	1	0	0	0	0	0	1	1	1
VPS26B	1	0	0	0	0	0	0	0	1	1	1
VPS54	1	0	0	0	0	0	0	0	1	1	1
VRTN	1	0	0	0	0	0	0	0	1	1	1
VTCN1	0	0	0	0	1	0	0	0	1	1	1
VWC2	0	0	0	0	1	0	0	0	1	1	1
WARS	0	0	0	0	0	0	1	0	1	1	1
WASF2	1	0	0	0	0	0	0	0	1	1	1
WBP4	1	0	0	0	0	0	0	0	1	1	1
WDFY3	0	0	0	0	1	0	0	0	1	1	1
WDR12	0	0	0	0	1	0	0	0	1	1	1
WDR18	0	0	0	0	1	0	0	0	1	1	1
WDR19	1	0	0	0	0	0	0	0	1	1	1
WDR48	1	0	0	0	0	0	0	0	1	1	1
WDR49	0	0	0	0	1	0	0	0	1	1	1
WDR60	1	0	0	0	0	0	0	0	1	1	1
WDR70	0	0	0	0	1	0	0	0	1	1	1
WDR78	0	0	0	0	1	0	0	0	1	1	1
WDR81	1	0	0	0	0	0	0	0	1	1	1
WDR91	0	0	0	0	1	0	0	0	1	1	1
WDR96	0	0	0	0	1	0	0	0	1	1	1
WNK1	1	0	0	0	0	0	0	0	1	1	1
WSCD1	1	0	0	0	0	0	0	0	1	1	1
WT1	0	0	0	0	1	0	0	0	1	1	1
WWC3	0	0	0	0	0	0	1	0	1	1	1
XPA	0	0	0	0	1	0	0	0	1	1	1
XPNPEP1	0	0	0	0	0	0	1	0	1	1	1
XPO4	0	0	0	0	1	0	0	0	1	1	1
XPO7	0	0	0	0	0	0	1	0	1	1	1
XRCC2	0	0	0	0	0	0	1	0	1	1	1
XRCC6	0	1	0	0	0	0	0	0	1	1	1
XYLB	0	0	0	0	0	0	1	0	1	1	1
YES1	0	0	0	0	0	0	0	1	1	1	1
YLPM1	1	0	0	0	0	0	0	0	1	1	1
YME1L1	0	0	0	0	1	0	0	0	1	1	1
YTHDC1	1	0	0	0	0	0	0	0	1	1	1
YTHDC2	0	0	0	0	1	0	0	0	1	1	1
YWHAB	0	0	0	0	1	0	0	0	1	1	1
YY1	0	0	0	0	0	0	0	1	1	1	1
ZAN	1	0	0	0	0	0	0	0	1	1	1
ZBTB11	0	0	0	0	1	0	0	0	1	1	1
ZBTB2	0	0	0	0	1	0	0	0	1	1	1
ZBTB34	0	0	0	0	1	0	0	0	1	1	1
ZBTB9	0	0	0	0	1	0	0	0	1	1	1
ZC3H18	0	0	0	0	1	0	0	0	1	1	1
ZCCHC11	0	0	0	0	0	0	1	0	1	1	1
ZDHHC14	1	0	0	0	0	0	0	0	1	1	1
ZDHHC20	0	0	1	0	0	0	0	0	1	1	1
ZDHHC24	1	0	0	0	0	0	0	0	1	1	1
ZDHHC5	1	0	0	0	0	0	0	0	1	1	1
ZFAND1	0	0	0	0	1	0	0	0	1	1	1
ZFAND4	0	0	0	0	0	0	1	0	1	1	1
ZFHX4	0	0	0	0	1	0	0	0	1	1	1
ZFP28	0	0	0	0	0	0	1	0	1	1	1
ZFP36L1	1	0	0	0	0	0	0	0	1	1	1
ZFP36L2	0	1	0	0	0	0	0	0	1	1	1
ZFP37	0	1	0	0	0	0	0	0	1	1	1
ZIC1	0	0	0	0	1	0	0	0	1	1	1
ZIC4	0	1	0	0	0	0	0	0	1	1	1
ZKSCAN5	1	0	0	0	0	0	0	0	1	1	1
ZMIZ1	1	0	0	0	0	0	0	0	1	1	1
ZMYM4	1	0	0	0	0	0	0	0	1	1	1
ZMYND11	1	0	0	0	0	0	0	0	1	1	1
ZNF106	0	0	0	0	1	0	0	0	1	1	1
ZNF140	0	0	0	0	0	1	0	0	1	1	1
ZNF141	0	0	0	0	1	0	0	0	1	1	1
ZNF142	0	0	0	0	1	0	0	0	1	1	1
ZNF143	0	0	0	0	1	0	0	0	1	1	1
ZNF146	0	0	0	0	1	0	0	0	1	1	1
ZNF157	0	0	0	0	1	0	0	0	1	1	1
ZNF16	0	0	0	0	1	0	0	0	1	1	1
ZNF175	1	0	0	0	0	0	0	0	1	1	1
ZNF20	0	0	0	0	1	0	0	0	1	1	1
ZNF202	0	0	0	0	1	0	0	0	1	1	1
ZNF208	0	0	0	0	1	0	0	0	1	1	1
ZNF226	1	0	0	0	0	0	0	0	1	1	1
ZNF236	0	0	0	0	1	0	0	0	1	1	1
ZNF263	0	0	0	0	1	0	0	0	1	1	1
ZNF264	0	0	1	0	0	0	0	0	1	1	1
ZNF267	1	0	0	0	0	0	0	0	1	1	1
ZNF276	0	0	1	0	0	0	0	0	1	1	1
ZNF28	1	0	0	0	0	0	0	0	1	1	1
ZNF280C	1	0	0	0	0	0	0	0	1	1	1
ZNF286B	0	0	0	0	1	0	0	0	1	1	1
ZNF287	0	0	1	0	0	0	0	0	1	1	1
ZNF30	1	0	0	0	0	0	0	0	1	1	1
ZNF324	1	0	0	0	0	0	0	0	1	1	1
ZNF326	0	1	0	0	0	0	0	0	1	1	1
ZNF333	1	0	0	0	0	0	0	0	1	1	1
ZNF337	0	1	0	0	0	0	0	0	1	1	1
ZNF341	0	0	0	0	1	0	0	0	1	1	1
ZNF385D	1	0	0	0	0	0	0	0	1	1	1
ZNF407	1	0	0	0	0	0	0	0	1	1	1
ZNF41	1	0	0	0	0	0	0	0	1	1	1
ZNF418	0	0	0	0	1	0	0	0	1	1	1
ZNF419	0	0	0	0	1	0	0	0	1	1	1
ZNF420	0	0	0	0	0	0	0	1	1	1	1
ZNF431	0	1	0	0	0	0	0	0	1	1	1
ZNF439	1	0	0	0	0	0	0	0	1	1	1
ZNF44	1	0	0	0	0	0	0	0	1	1	1
ZNF454	1	0	0	0	0	0	0	0	1	1	1
ZNF485	0	0	0	0	0	0	1	0	1	1	1
ZNF512	0	0	0	0	1	0	0	0	1	1	1
ZNF518B	0	1	0	0	0	0	0	0	1	1	1
ZNF567	1	0	0	0	0	0	0	0	1	1	1
ZNF585B	0	1	0	0	0	0	0	0	1	1	1
ZNF587	0	0	0	0	1	0	0	0	1	1	1
ZNF597	0	0	0	0	0	0	1	0	1	1	1
ZNF609	1	0	0	0	0	0	0	0	1	1	1
ZNF615	1	0	0	0	0	0	0	0	1	1	1
ZNF616	1	0	0	0	0	0	0	0	1	1	1
ZNF622	0	0	0	0	1	0	0	0	1	1	1
ZNF638	1	0	0	0	0	0	0	0	1	1	1
ZNF648	0	0	0	0	1	0	0	0	1	1	1
ZNF660	0	0	0	0	1	0	0	0	1	1	1
ZNF662	0	0	0	0	1	0	0	0	1	1	1
ZNF665	0	0	0	0	1	0	0	0	1	1	1
ZNF670	1	0	0	0	0	0	0	0	1	1	1
ZNF678	0	0	0	0	1	0	0	0	1	1	1
ZNF679	0	0	0	0	1	0	0	0	1	1	1
ZNF7	0	1	0	0	0	0	0	0	1	1	1
ZNF708	1	0	0	0	0	0	0	0	1	1	1
ZNF778	0	0	0	0	1	0	0	0	1	1	1
ZNF782	0	0	0	0	1	0	0	0	1	1	1
ZNF804A	0	0	0	0	1	0	0	0	1	1	1
ZNF839	1	0	0	0	0	0	0	0	1	1	1
ZNF845	0	0	0	0	1	0	0	0	1	1	1
ZNF878	1	0	0	0	0	0	0	0	1	1	1
ZNF91	0	0	0	0	1	0	0	0	1	1	1
ZNFX1	1	0	0	0	0	0	0	0	1	1	1
ZNRF3	0	0	0	0	0	0	1	0	1	1	1
ZNRF4	0	0	0	0	1	0	0	0	1	1	1
ZP2	0	0	0	0	1	0	0	0	1	1	1
ZP4	0	0	0	0	0	0	1	0	1	1	1
ZRANB1	1	0	0	0	0	0	0	0	1	1	1
ZRSR2	0	0	0	0	0	0	1	0	1	1	1
ZSCAN10	1	0	0	0	0	0	0	0	1	1	1
ZSCAN16	0	0	0	0	1	0	0	0	1	1	1
ZSCAN29	0	0	0	0	1	0	0	0	1	1	1
ZSCAN30	0	0	0	0	1	0	0	0	1	1	1
ZSWIM8	1	0	0	0	0	0	0	0	1	1	1
ZYG11B	0	0	0	0	1	0	0	0	1	1	1
ZZEF1	0	0	0	0	1	0	0	0	1	1	1
